id,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg
1473658,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27394,Martot,1,1,2,1,1,1.06456769,49.2939034,559196.313,6912202,2154
1473720,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27325,Hecmanville,1,1,2,1,1,0.660151839,49.1736259,529386.313,6899625,2154
1473734,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27310,Hacqueville,1,1,2,1,1,1.55385673,49.2819405,594763.313,6910109.5,2154
1473768,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27261,Fouqueville,1,1,2,1,1,0.951156259,49.2206001,550735.813,6904258.5,2154
1473771,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27258,Fort-Moville,1,1,2,1,1,0.418743253,49.3329086,512368.688,6917882.5,2154
1473785,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27239,Ferrières-Saint-Hilaire,1,1,2,1,1,0.568026245,49.0312004,522183.094,6883995,2154
1473808,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27212,Écauville,1,1,2,1,1,0.991698742,49.1234169,553413.875,6893377,2154
1473825,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27192,Crosville-la-Vieille,1,1,2,1,1,0.931183875,49.1563263,549093.813,6897150,2154
1473845,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27168,Connelles,1,1,2,1,1,1.27062762,49.2562943,574093.125,6907671.5,2154
1473847,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27165,Conches-en-Ouche,1,1,2,1,1,0.942791283,48.9617615,549376.625,6875496.5,2154
1473878,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27127,Canappeville,1,1,2,1,1,1.10067415,49.1538277,561447.813,6896561.5,2154
1473913,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27085,Flancourt-Crescy-en-Roumois,1,1,2,1,1,0.808061004,49.3232079,540630.313,6915948.5,2154
1473915,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27082,La Bonneville-sur-Iton,1,1,2,1,1,1.03913641,48.9914017,556511.125,6878612.5,2154
1473920,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27076,Boisset-les-Prévanches,1,1,2,1,1,1.32905662,48.9681282,577668.188,6875536.5,2154
1473952,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27043,Les Baux-de-Breteuil,1,1,2,1,1,0.811362565,48.8802757,539505,6866697,2154
1473977,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27014,Amfreville-sur-Iton,1,1,2,1,1,1.14982319,49.1465912,565013.625,6895671.5,2154
